Prokofiev|Violin Concerto No. 1 in D major, Op. 19
Debussy|Violin Sonata, L 140
Shostakovich|Violin Concerto No. 1 in A minor, Op. 77
Prokofiev|Symphony No. 2 in D minor, Op. 40
Shostakovich|Piano Quintet in G minor, Op. 57
Nordheim|Epitaffio
Webern|Concerto for 9 Instruments, Op. 24
Reich|The Desert Music
Dutilleux|Tout un monde lointain...
Berio|Sinfonia
Riley|In C
Shostakovich|Cello Concerto No. 1 in E-flat, Op. 107
Poulenc|Concerto for 2 pianos, FP 61
Penderecki|Utrenja
Ligeti|Musica Ricercata
Schnittke|Piano Quintet
Ives|Central Park in the Dark
Takemitsu|From Me Flows What You Call Time
Janáček|In the Mists
Adams|Shaker Loops
Schnittke|Symphony No. 1
Bartók|Bluebeard's Castle, Sz. 48, DD 62
Crumb|Makrokosmos Vol. I-IV
Prokofiev|Scythian Suite, Op. 20
Debussy|Estampes, L 100
Penderecki|Symphony No. 1
Webern|Variations for Piano, Op. 27
Gubaidulina|Offertorium
Langgaard|Music of the Spheres
Messiaen|Des Canyons aux Étoiles
Britten|Cello Suite No. 3, Op. 87
